"facility_id","facility_code","facility_class","facility_type","stop_id","facility_short_name","facility_long_name","facility_desc","facility_lat","facility_lon","wheelchair_facility"
"portlift-021","",2,"portable-boarding-lift","70131","Mobile Lift","Harvard Ave Mobile Lift","","","",1
"portlift-022","",2,"portable-boarding-lift","70203","Mobile Lift","Haymarket Mobile Lift","","","",1
"portlift-023","",2,"portable-boarding-lift","70204","Mobile Lift","Haymarket Mobile Lift","","","",1
"portlift-024","",2,"portable-boarding-lift","place-kencl","Mobile Lift","Kenmore Mobile Lift","","","",1
"portlift-025","",2,"portable-boarding-lift","70209","Mobile Lift","Lechmere Mobile Lift","","","",1
"portlift-026","",2,"portable-boarding-lift","70210","Mobile Lift","Lechmere Mobile Lift","","","",1
"portlift-027","",2,"portable-boarding-lift","70247","Mobile Lift","Longwood Medical Area Mobile Lift","","","",1
"portlift-028","",2,"portable-boarding-lift","70248","Mobile Lift","Longwood Medical Area Mobile Lift","","","",1
"portlift-029","",2,"portable-boarding-lift","70168","Mobile Lift","Newton Highlands Mobile Lift","","","",1
"portlift-030","",2,"portable-boarding-lift","70169","Mobile Lift","Newton Highlands Mobile Lift","","","",1
"portlift-031","",2,"portable-boarding-lift","70205","Mobile Lift","North Station Mobile Lift","","","",1
"portlift-032","",2,"portable-boarding-lift","70206","Mobile Lift","North Station Mobile Lift","","","",1
"portlift-033","",2,"portable-boarding-lift","70243","Mobile Lift","Northeastern University Mobile Lift","","","",1
"portlift-034","",2,"portable-boarding-lift","70244","Mobile Lift","Northeastern University Mobile Lift","","","",1
"portlift-035","",2,"portable-boarding-lift","70200","Mobile Lift","Park Street Mobile Lift","","","",1
"portlift-036","",2,"portable-boarding-lift","place-pktrm","Mobile Lift","Park Street Mobile Lift","","","",1
"portlift-037","",2,"portable-boarding-lift","70239","Mobile Lift","Prudential Mobile Lift","","","",1
"portlift-038","",2,"portable-boarding-lift","70240","Mobile Lift","Prudential Mobile Lift","","","",1
"portlift-039","",2,"portable-boarding-lift","70174","Mobile Lift","Reservoir Mobile Lift","","","",1
"portlift-040","",2,"portable-boarding-lift","70175","Mobile Lift","Reservoir Mobile Lift","","","",1
"portlift-041","",2,"portable-boarding-lift","place-river","Mobile Lift","Riverside Mobile Lift","","","",1
"portlift-042","",2,"portable-boarding-lift","70229","Mobile Lift","Washington Square Mobile Lift","","","",1
"portlift-043","",2,"portable-boarding-lift","70230","Mobile Lift","Washington Square Mobile Lift","","","",1
"portlift-044","",2,"portable-boarding-lift","70162","Mobile Lift","Woodland Mobile Lift","","","",1
"portlift-045","",2,"portable-boarding-lift","70163","Mobile Lift","Woodland Mobile Lift","","","",1
"portlift-046","",2,"portable-boarding-lift","70178","Mobile Lift","Brookline Hills Mobile Lift","","","",1
"portlift-047","",2,"portable-boarding-lift","70179","Mobile Lift","Brookline Hills Mobile Lift","","","",1
"ramp-001","",2,"ramp","place-alfcl","Ramp Access","Alewife Ramp Access","","","",1
"ramp-002","",2,"ramp","Anderson/ Woburn","Ramp Access","Anderson/Woburn Ramp Access","","","",1
"ramp-003","",2,"ramp","Ashland","Ramp Access","Ashland Ramp Access","","","",1
"ramp-004","",2,"ramp","place-asmnl","Ramp Access","Ashmont Ramp Access","","","",1
"ramp-005","",2,"ramp","Attleboro","Ramp Access","Attleboro Ramp Access","","","",1
"ramp-006","",2,"ramp","place-brntn","Ramp Access","Braintree Ramp Access","","","",1
"ramp-007","",2,"ramp","Canton Junction","Ramp Access","Canton Junction Ramp Access","","","",1
"ramp-008","",2,"ramp","Boat-Charlestown","Ramp Access","Charlestown Ramp Access","","","",1
"ramp-009","",2,"ramp","Fairmount","Ramp Access","Fairmount Ramp Access","","","",1
"ramp-010","",2,"ramp","Four Corners / Geneva","Ramp Access","Four Corners/Geneva Ramp Access","","","",1
"ramp-011","",2,"ramp","Boat-George","Ramp Access","George's Island Ramp Access","","","",1
"ramp-012","",2,"ramp","Grafton","Ramp Access","Grafton Ramp Access","","","",1
"ramp-013","",2,"ramp","place-harsq","Ramp Access","Harvard Ramp Access","","","",1
"ramp-014","",2,"ramp","Boat-Hingham","Ramp Access","Hingham Ramp Access","","","",1
"ramp-015","",2,"ramp","Hyde Park","Ramp Access","Hyde Park Ramp Access","","","",1
"ramp-016","",2,"ramp","place-jfk","Ramp Access","JFK/UMass Ramp Access","","","",1
"ramp-017","",2,"ramp","Littleton / Rte 495","Ramp Access","Littleton/Rte 495 Ramp Access","","","",1
"ramp-018","",2,"ramp","Boat-Logan","Ramp Access","Logan Airport Ramp Access","","","",1
"ramp-019","",2,"ramp","Boat-Long","Ramp Access","Boston (Long Wharf) Ramp Access","","","",1
"ramp-020","",2,"ramp","place-masta","Ramp Access","Massachusetts Ave Ramp Access","","","",1
"ramp-021","",2,"ramp","Newmarket","Ramp Access","Newmarket Ramp Access","","","",1
"ramp-022","",2,"ramp","place-newto","Ramp Access","Newton Centre Ramp Access","","","",1
"ramp-023","",2,"ramp","Boat-Hull","Ramp Access","Hull Ramp Access","","","",1
"ramp-024","",2,"ramp","Readville","Ramp Access","Readville Ramp Access","","","",1
"ramp-025","",2,"ramp","Boat-Rowes","Ramp Access","Boston (Rowes Wharf) Ramp Access","","","",1
"ramp-026","",2,"ramp","Sharon","Ramp Access","Sharon Ramp Access","","","",1
"ramp-027","",2,"ramp","South Attleboro","Ramp Access","South Attleboro Ramp Access","","","",1
"ramp-028","",2,"ramp","Southborough","Ramp Access","Southborough Ramp Access","","","",1
"ramp-029","",2,"ramp","place-state","Ramp Access","State Street Ramp Access","","","",1
"ramp-030","",2,"ramp","place-sull","Ramp Access","Sullivan Square Ramp Access","","","",1
"ramp-031","",2,"ramp","Talbot Avenue","Ramp Access","Talbot Avenue Ramp Access","","","",1
"ramp-032","",2,"ramp","Uphams Corner","Ramp Access","Uphams Corner Ramp Access","","","",1
"ramp-033","",2,"ramp","Wachusett","Ramp Access","Wachusett Ramp Access","","","",1
"ramp-034","",2,"ramp","Wedgemere","Ramp Access","Wedgemere Ramp Access","","","",1
"ramp-035","",2,"ramp","place-welln","Ramp Access","Wellington Ramp Access","","","",1
"ramp-036","",2,"ramp","Westborough","Ramp Access","Westborough Ramp Access","","","",1
"bike-001","",3,"bike-storage","Abington","Bike Rack","Abington Bike Rack","","","",0
"bike-002","",3,"bike-storage","place-alfcl","Pedal and Park","Alewife Pedal and Park","","","",0
"bike-003","",3,"bike-storage","Andover","Covered Bike Rack","Andover Covered Bike Rack","","","",0
"bike-004","",3,"bike-storage","place-asmnl","Pedal and Park","Ashmont Pedal and Park","","","",0
"bike-005","",3,"bike-storage","Attleboro","Bike Rack","Attleboro Bike Rack","","","",0
"bike-006","",3,"bike-storage","place-bbsta","Pedal and Park","Back Bay Pedal and Park","","","",0
"bike-007","",3,"bike-storage","Ballardvale","Bike Rack","Ballardvale Bike Rack","","","",0
"bike-008","",3,"bike-storage","place-bmmnl","Bike Rack","Beachmont Bike Rack","","","",0
"bike-009","",3,"bike-storage","place-bcnfd","Bike Rack","Beaconsfield Bike Rack","","","",0
"bike-010","",3,"bike-storage","Bellevue","Bike Rack","Bellevue Bike Rack","","","",0
"bike-011","",3,"bike-storage","Belmont","Bike Rack","Belmont Bike Rack","","","",0
"bike-012","",3,"bike-storage","Beverly","Pedal and Park","Beverly Pedal and Park","","","",0
"bike-013","",3,"bike-storage","Beverly Farms","Bike Rack","Beverly Farms Bike Rack","","","",0
"bike-014","",3,"bike-storage","Bradford","Bike Rack","Bradford Bike Rack","","","",0
"bike-015","",3,"bike-storage","place-brntn","Pedal and Park","Braintree Pedal and Park","","","",0
"bike-016","",3,"bike-storage","Brandeis/ Roberts","Bike Rack","Brandeis/Roberts Bike Rack","","","",0
"bike-017","",3,"bike-storage","Bridgewater","Bike Rack","Bridgewater Bike Rack","","","",0
"bike-018","",3,"bike-storage","Brockton","Bike Rack","Brockton Bike Rack","","","",0
"bike-019","",3,"bike-storage","place-brkhl","Bike Rack","Brookline Hills Bike Rack","","","",0
"bike-020","",3,"bike-storage","place-bvmnl","Covered Bike Rack","Brookline Village Covered Bike Rack","","","",0
"bike-021","",3,"bike-storage","Campello","Bike Rack","Campello Bike Rack","","","",0
"bike-022","",3,"bike-storage","Canton Center","Bike Rack","Canton Center Bike Rack","","","",0
"bike-023","",3,"bike-storage","place-cntsq","Covered Bike Rack","Central Covered Bike Rack","","","",0
"bike-024","",3,"bike-storage","place-chhil","Covered Bike Rack","Chestnut Hill Covered Bike Rack","","","",0
"bike-025","",3,"bike-storage","place-clmnl","Bike Rack","Cleveland Circle Bike Rack","","","",0
"bike-026","",3,"bike-storage","place-ccmnl","Bike Rack","Community College Bike Rack","","","",0
"bike-027","",3,"bike-storage","Concord","Bike Rack","Concord Bike Rack","","","",0
"bike-028","",3,"bike-storage","place-cool","Bike Rack","Coolidge Corner Bike Rack","","","",0
"bike-029","",3,"bike-storage","place-davis","Pedal and Park","Davis Pedal and Park","","","",0
"bike-030","",3,"bike-storage","64","Pedal and Park","Dudley Station Pedal and Park","","","",0
"bike-031","",3,"bike-storage","64000","Pedal and Park","Dudley Station Pedal and Park","","","",0
"bike-032","",3,"bike-storage","5098","Bike Rack","Washington St @ E Berkeley St Bike Rack","","","",0
"bike-033","",3,"bike-storage","5095","Bike Rack","Washington St @ E Berkeley St Bike Rack","","","",0
"bike-034","",3,"bike-storage","place-eliot","Covered Bike Rack","Eliot Covered Bike Rack","","","",0
"bike-035","",3,"bike-storage","Fairmount","Covered Bike Rack","Fairmount Covered Bike Rack","","","",0
"bike-036","",3,"bike-storage","place-fenwy","Bike Rack","Fenway Bike Rack","","","",0
"bike-037","",3,"bike-storage","place-fldcr","Covered Bike Rack","Fields Corner Covered Bike Rack","","","",0
"bike-038","",3,"bike-storage","Fitchburg","Bike Rack","Fitchburg Bike Rack","","","",0
"bike-039","",3,"bike-storage","place-forhl","Pedal and Park","Forest Hills Pedal and Park","","","",0
"bike-040","",3,"bike-storage","Forge Park / 495","Bike Rack","Forge Park/495 Bike Rack","","","",0
"bike-041","",3,"bike-storage","Four Corners / Geneva","Bike Rack","Four Corners/Geneva Bike Rack","","","",0
"bike-042","",3,"bike-storage","Framingham","Bike Rack","Framingham Bike Rack","","","",0
"bike-043","",3,"bike-storage","Franklin","Bike Rack","Franklin Bike Rack","","","",0
"bike-044","",3,"bike-storage","Gloucester","Bike Rack","Gloucester Bike Rack","","","",0
"bike-045","",3,"bike-storage","Grafton","Bike Rack","Grafton Bike Rack","","","",0
"bike-046","",3,"bike-storage","place-grnst","Covered Bike Rack","Green Street Covered Bike Rack","","","",0
"bike-047","",3,"bike-storage","Greenwood","Bike Rack","Greenwood Bike Rack","","","",0
"bike-048","",3,"bike-storage","Halifax","Bike Rack","Halifax Bike Rack","","","",0
"bike-049","",3,"bike-storage","Hanson","Bike Rack","Hanson Bike Rack","","","",0
"bike-050","",3,"bike-storage","place-harsq","Bike Rack","Harvard Bike Rack","","","",0
"bike-051","",3,"bike-storage","Haverhill","Covered Bike Rack","Haverhill Covered Bike Rack","","","",0
"bike-052","",3,"bike-storage","49003","Bike Rack","Washington St @ Herald St Bike Rack","","","",0
"bike-053","",3,"bike-storage","15095","Bike Rack","Washington St @ Herald St Bike Rack","","","",0
"bike-054","",3,"bike-storage","Hersey","Covered Bike Rack","Hersey Covered Bike Rack","","","",0
"bike-055","",3,"bike-storage","Holbrook/ Randolph","Covered Bike Rack","Holbrook/Randolph Covered Bike Rack","","","",0
"bike-056","",3,"bike-storage","Hyde Park","Bike Rack","Hyde Park Bike Rack","","","",0
"bike-057","",3,"bike-storage","Ipswich","Bike Rack","Ipswich Bike Rack","","","",0
"bike-058","",3,"bike-storage","place-jaksn","Bike Rack","Jackson Square Bike Rack","","","",0
"bike-059","",3,"bike-storage","place-jfk","Covered Bike Rack","JFK/UMass Covered Bike Rack","","","",0
"bike-060","",3,"bike-storage","place-knncl","Bike Rack","Kendall/MIT Bike Rack","","","",0
"bike-061","",3,"bike-storage","place-kencl","Bike Rack","Kenmore Bike Rack","","","",0
"bike-062","",3,"bike-storage","60","Bike Rack","Washington St @ Lenox St Bike Rack","","","",0
"bike-063","",3,"bike-storage","4","Bike Rack","Washington St @ Lenox St Bike Rack","","","",0
"bike-064","",3,"bike-storage","Lincoln","Bike Rack","Lincoln Bike Rack","","","",0
"bike-065","",3,"bike-storage","place-longw","Bike Rack","Longwood Bike Rack","","","",0
"bike-066","",3,"bike-storage","Lowell","Bike Rack","Lowell Bike Rack","","","",0
"bike-067","",3,"bike-storage","Lynn","Bike Rack","Lynn Bike Rack","","","",0
"bike-068","",3,"bike-storage","place-mlmnl","Pedal and Park","Malden Center Pedal and Park","","","",0
"bike-069","",3,"bike-storage","Manchester","Bike Rack","Manchester Bike Rack","","","",0
"bike-070","",3,"bike-storage","Mansfield","Bike Rack","Mansfield Bike Rack","","","",0
"bike-071","",3,"bike-storage","place-masta","Bike Rack","Massachusetts Ave Bike Rack","","","",0
"bike-072","",3,"bike-storage","place-matt","Bike Rack","Mattapan Bike Rack","","","",0
"bike-073","",3,"bike-storage","place-mvbcl","Covered Bike Rack","Maverick Covered Bike Rack","","","",0
"bike-074","",3,"bike-storage","61","Bike Rack","Washington St @ Melnea Cass Blvd Bike Rack","","","",0
"bike-075","",3,"bike-storage","3","Bike Rack","Washington St @ Melnea Cass Blvd - Silver Line Bike Rack","","","",0
"bike-076","",3,"bike-storage","Middleborough/ Lakeville","Bike Rack","Middleborough/Lakeville Bike Rack","","","",0
"bike-077","",3,"bike-storage","place-miltt","Bike Rack","Milton Bike Rack","","","",0
"bike-078","",3,"bike-storage","Montello","Covered Bike Rack","Montello Covered Bike Rack","","","",0
"bike-079","",3,"bike-storage","Montserrat","Bike Rack","Montserrat Bike Rack","","","",0
"bike-080","",3,"bike-storage","Morton Street","Covered Bike Rack","Morton Street Covered Bike Rack","","","",0
"bike-081","",3,"bike-storage","Needham Center","Bike Rack","Needham Center Bike Rack","","","",0
"bike-082","",3,"bike-storage","Needham Heights","Bike Rack","Needham Heights Bike Rack","","","",0
"bike-083","",3,"bike-storage","Needham Junction","Bike Rack","Needham Junction Bike Rack","","","",0
"bike-084","",3,"bike-storage","Newburyport","Bike Rack","Newburyport Bike Rack","","","",0
"bike-085","",3,"bike-storage","Newmarket","Bike Rack","Newmarket Bike Rack","","","",0
"bike-086","",3,"bike-storage","place-newto","Bike Rack","Newton Centre Bike Rack","","","",0
"bike-087","",3,"bike-storage","1788","Bike Rack","Washington St @ E Newton St Bike Rack","","","",0
"bike-088","",3,"bike-storage","Norfolk","Bike Rack","Norfolk Bike Rack","","","",0
"bike-089","",3,"bike-storage","North Billerica","Covered Bike Rack","North Billerica Covered Bike Rack","","","",0
"bike-090","",3,"bike-storage","place-nqncy","Covered Bike Rack","North Quincy Covered Bike Rack","","","",0
"bike-091","",3,"bike-storage","place-north","Bike Rack","North Station Bike Rack","","","",0
"bike-092","",3,"bike-storage","Norwood Central","Bike Rack","Norwood Central Bike Rack","","","",0
"bike-093","",3,"bike-storage","place-ogmnl","Pedal and Park","Oak Grove Pedal and Park","","","",0
"bike-094","",3,"bike-storage","place-orhte","Covered Bike Rack","Orient Heights Covered Bike Rack","","","",0
"bike-095","",3,"bike-storage","Plymouth","Bike Rack","Plymouth Bike Rack","","","",0
"bike-096","",3,"bike-storage","place-portr","Bike Rack","Porter Bike Rack","","","",0
"bike-097","",3,"bike-storage","place-qamnl","Bike Rack","Quincy Adams Bike Rack","","","",0
"bike-098","",3,"bike-storage","place-qnctr","Bike Rack","Quincy Center Bike Rack","","","",0
"bike-099","",3,"bike-storage","Reading","Bike Rack","Reading Bike Rack","","","",0
"bike-100","",3,"bike-storage","place-rsmnl","Covered Bike Rack","Reservoir Covered Bike Rack","","","",0
"bike-101","",3,"bike-storage","place-rbmnl","Bike Rack","Revere Beach Bike Rack","","","",0
"bike-102","",3,"bike-storage","place-river","Covered Bike Rack","Riverside Covered Bike Rack","","","",0
"bike-103","",3,"bike-storage","Rockport","Bike Rack","Rockport Bike Rack","","","",0
"bike-104","",3,"bike-storage","Rowley","Bike Rack","Rowley Bike Rack","","","",0
"bike-105","",3,"bike-storage","place-rcmnl","Covered Bike Rack","Roxbury Crossing Covered Bike Rack","","","",0
"bike-106","",3,"bike-storage","place-rugg","Bike Rack","Ruggles Bike Rack","","","",0
"bike-107","",3,"bike-storage","Salem","Pedal and Park","Salem Pedal and Park","","","",0
"bike-108","",3,"bike-storage","Sharon","Bike Rack","Sharon Bike Rack","","","",0
"bike-109","",3,"bike-storage","South Acton","Bike Rack","South Acton Bike Rack","","","",0
"bike-110","",3,"bike-storage","South Attleboro","Bike Rack","South Attleboro Bike Rack","","","",0
"bike-111","",3,"bike-storage","place-sstat","Pedal and Park","South Station Pedal and Park","","","",0
"bike-112","",3,"bike-storage","South Weymouth","Covered Bike Rack","South Weymouth Covered Bike Rack","","","",0
"bike-113","",3,"bike-storage","place-smary","Bike Rack","Saint Marys Street Bike Rack","","","",0
"bike-114","",3,"bike-storage","place-sbmnl","Covered Bike Rack","Stony Brook Covered Bike Rack","","","",0
"bike-115","",3,"bike-storage","Stoughton","Bike Rack","Stoughton Bike Rack","","","",0
"bike-116","",3,"bike-storage","place-sdmnl","Covered Bike Rack","Suffolk Downs Covered Bike Rack","","","",0
"bike-117","",3,"bike-storage","place-sull","Covered Bike Rack","Sullivan Square Covered Bike Rack","","","",0
"bike-118","",3,"bike-storage","place-tapst","Bike Rack","Tappan Street Bike Rack","","","",0
"bike-119","",3,"bike-storage","5093","Bike Rack","Washington St @ Union Pk Bike Rack","","","",0
"bike-120","",3,"bike-storage","5100","Bike Rack","Washington St @ Union Pk Bike Rack","","","",0
"bike-121","",3,"bike-storage","place-waban","Covered Bike Rack","Waban Covered Bike Rack","","","",0
"bike-122","",3,"bike-storage","Wachusett","Bike Rack","Wachusett Bike Rack","","","",0
"bike-123","",3,"bike-storage","Wakefield","Bike Rack","Wakefield Bike Rack","","","",0
"bike-124","",3,"bike-storage","Walpole","Bike Rack","Walpole Bike Rack","","","",0
"bike-125","",3,"bike-storage","Waltham","Covered Bike Rack","Waltham Covered Bike Rack","","","",0
"bike-126","",3,"bike-storage","place-bcnwa","Bike Rack","Washington Square Bike Rack","","","",0
"bike-127","",3,"bike-storage","Waverley","Covered Bike Rack","Waverley Covered Bike Rack","","","",0
"bike-128","",3,"bike-storage","Wellesley Farms","Bike Rack","Wellesley Farms Bike Rack","","","",0
"bike-129","",3,"bike-storage","Wellesley Hills","Covered Bike Rack","Wellesley Hills Covered Bike Rack","","","",0
"bike-130","",3,"bike-storage","Wellesley Square","Covered Bike Rack","Wellesley Square Covered Bike Rack","","","",0
"bike-131","",3,"bike-storage","place-welln","Covered Bike Rack","Wellington Covered Bike Rack","","","",0
"bike-132","",3,"bike-storage","West Concord","Bike Rack","West Concord Bike Rack","","","",0
"bike-133","",3,"bike-storage","West Gloucester","Bike Rack","West Gloucester Bike Rack","","","",0
"bike-134","",3,"bike-storage","West Natick","Bike Rack","West Natick Bike Rack","","","",0
"bike-135","",3,"bike-storage","19402","Bike Rack","Washington St @ W Newton St Bike Rack","","","",0
"bike-136","",3,"bike-storage","West Roxbury","Covered Bike Rack","West Roxbury Covered Bike Rack","","","",0
"bike-137","",3,"bike-storage","Westborough","Bike Rack","Westborough Bike Rack","","","",0
"bike-138","",3,"bike-storage","Weymouth Landing/ East Braintree","Covered Bike Rack","Weymouth Landing/East Braintree Covered Bike Rack","","","",0
"bike-139","",3,"bike-storage","Whitman","Bike Rack","Whitman Bike Rack","","","",0
"bike-140","",3,"bike-storage","Wickford Junction","Bike Rack","Wickford Junction Bike Rack","","","",0
"bike-141","",3,"bike-storage","Winchester Center","Bike Rack","Winchester Center Bike Rack","","","",0
"bike-142","",3,"bike-storage","place-wlsta","Pedal and Park","Wollaston Pedal and Park","","","",0
"bike-143","",3,"bike-storage","place-wondl","Pedal and Park","Wonderland Pedal and Park","","","",0
"bike-144","",3,"bike-storage","place-wimnl","Covered Bike Rack","Wood Island Covered Bike Rack","","","",0
"bike-145","",3,"bike-storage","place-woodl","Bike Rack","Woodland Bike Rack","","","",0
"bike-146","",3,"bike-storage","1787","Bike Rack","Washington St @ Worcester St Bike Rack","","","",0
"bike-147","",3,"bike-storage","15176","Bike Rack","Washington St @ Worcester St Bike Rack","","","",0
"bike-148","",3,"bike-storage","Worcester","Covered Bike Rack","Worcester Covered Bike Rack","","","",0
"bike-149","",3,"bike-storage","Wyoming Hill","Covered Bike Rack","Wyoming Hill Covered Bike Rack","","","",0
"bike-150","",3,"bike-storage","7922","Covered Bike Rack","Arlington Heights Busway Covered Bike Rack","","","",0
"bike-151","",3,"bike-storage","8178","Covered Bike Rack","Watertown Sq Terminal Covered Bike Rack","","","",0
